   1   222.630        8.34    0.483   734.255      733.772      -0.27      20.867   3.150     1.149      67.226       0.317       3.885
   2   201.630        7.97    0.460   734.102      733.642      -0.03      20.872   2.513     1.232      67.731       0.247       3.408
   3   179.130        8.15    0.475   733.718      733.243      -0.04      20.872   2.613     1.187      77.334       0.270       3.082
   4   155.130        8.02    0.467   733.347      732.880       0.02      20.871   2.566     1.216      86.136       0.258       2.693
   5   153.630        7.91    0.461   733.309      732.847       0.01      20.873   2.606     1.240      84.084       0.259       2.691
   6   152.760        7.72    0.450   733.283      732.833       0.01      20.873   2.644     1.287      84.072       0.264       2.687
   7   151.950        7.35    0.430   733.250      732.820       0.00      20.873   2.718     1.383      84.073       0.181       2.720
 tratto            6
   0   150.440        6.44    0.376   732.019      731.643      -0.02      20.875   2.431     1.154    ********       0.339       3.911
   1   148.940        8.14    0.471   731.909      731.437      -0.19      20.747   3.139     1.186      86.536       0.327       3.971
   2   129.440        7.95    0.457   731.720      731.263      -0.02      20.750   2.556     1.232      87.041       0.262       3.590
   3   105.440        7.89    0.458   731.291      730.833      -0.01      20.751   2.611     1.241      92.074       0.267       3.319
   4    79.940        7.64    0.431   730.824      730.393       0.02      20.753   2.640     1.322      94.350       0.255       3.036
   5    78.440        7.79    0.446   730.775      730.328      -0.01      20.758   2.712     1.273      91.019       0.273       3.035
   6    77.320        7.65    0.438   730.768      730.330       0.01      20.759   2.668     1.309      90.971       0.269       3.012
   7    76.510        7.33    0.420   730.740      730.320       0.00      20.759   2.725     1.394      90.965       0.182       3.040
 tratto            7
   0    75.000        5.84    0.322   730.110      729.788       0.57      20.761   2.543     0.288    ********       0.085       3.630
   1    73.500        7.49    0.440   730.067      729.627       0.42      20.619   3.435     1.324      84.062       0.346       3.623
   2    46.500        9.68    0.534   729.846      729.313       0.11      20.588   2.632     0.930      81.457       0.236       3.084
   3    24.000       11.54    0.614   729.799      729.186       0.01      20.660   2.075     0.730       9.209       0.195       2.491
   4     0.000       10.63    0.554   729.724      729.170       0.00      20.698   1.815     0.835       1.879       0.168       1.886
 -1
briglia  1 scavo  0.563 salto  2.05
briglia  2 scavo  0.551 salto  1.67
briglia  3 scavo  0.547 salto  1.53
briglia  4 scavo  0.549 salto  1.75
briglia  5 scavo  0.551 salto  1.73
briglia  6 scavo  0.529 salto  1.06
