 TIME [sec]:    2700.05191813488     
 
  No    Distance     Area    W.Depth   W.El.    Botton El.  delta fondo Discharge    Vel.    Froude      Qs           U*      Franco
           [m]       [m^2]     [m]      [m]           [m]       [m]     [m^3/s]      [m/s]                l/s                    [m]
 
 tratto            1
   0   513.530        8.88    0.520   743.666      743.146       0.42      21.250   2.393     0.817    ********       0.270       3.604
   1   495.530        9.13    0.522   743.163      742.641       0.06      21.250   2.393     1.028      52.019       0.236       3.427
   2   474.530        9.22    0.513   742.945      742.433       0.03      21.255   2.326     1.028      40.775       0.225       2.855
   3   453.530        9.02    0.495   742.732      742.237       0.02      21.262   2.311     1.070      34.543       0.215       2.278
   4   452.030        8.94    0.490   742.703      742.213       0.00      21.265   2.360     1.085      33.121       0.219       2.247
   5   450.860        8.72    0.478   742.684      742.206       0.01      21.266   2.385     1.126      33.056       0.221       2.226
   6   449.850        8.34    0.458   742.658      742.200       0.00      21.266   2.450     1.202      33.029       0.160       2.252
 tratto            2
   0   448.330        6.47    0.357   740.949      740.592      -0.36      21.266   2.441     1.182    ********       0.339       3.911
   1   446.830        8.94    0.492   740.839      740.347      -0.58      21.216   3.158     1.080      35.960       0.298       3.971
   2   427.330        9.17    0.509   740.801      740.292      -0.28      21.221   2.368     1.035      36.546       0.242       3.379
   3   404.830        8.87    0.498   740.543      740.045      -0.12      21.219   2.322     1.082      50.239       0.237       2.917
   4   380.830        9.57    0.562   740.213      739.651      -0.08      21.214   2.363     0.944      61.313       0.269       2.467
   5   379.330        9.58    0.553   740.228      739.675      -0.04      21.209   2.216     0.950      63.816       0.254       2.412
   6   377.910        8.24    0.489   740.200      739.711       0.03      21.209   2.245     1.174      63.951       0.218       2.390
   7   377.100        7.38    0.441   740.121      739.680       0.00      21.209   2.600     1.382      64.030       0.173       2.469
 tratto            3
   0   373.600        7.20    0.406   738.930      738.525       0.06      21.209   2.405     1.034    ********       0.307       3.620
   1   372.100        9.61    0.552   738.866      738.314      -0.12      21.110   2.793     0.944      66.281       0.320       3.634
   2   355.600        8.87    0.519   738.757      738.238       0.07      21.111   2.214     1.054      66.905       0.236       3.253
   3   330.100        7.43    0.417   738.345      737.928       0.16      21.109   2.419     1.403      69.637       0.210       2.895
   4   306.100        8.47    0.471   737.767      737.296      -0.09      21.109   2.801     1.159      65.282       0.287       2.753
   5   304.600        8.97    0.498   737.833      737.335      -0.03      21.108   2.476     1.065      65.477       0.265       2.637
   6   303.300        9.05    0.502   737.853      737.351       0.00      21.102   2.352     1.051      65.633       0.264       2.577
   7   302.490        9.48    0.525   737.875      737.350       0.00      20.820   2.361     0.968      68.798       0.151       2.555
 tratto            4
   0   300.980        6.26    0.349   736.673      736.324      -0.01      21.088   2.463     1.175    ********       0.317       3.717
   1   299.480        8.24    0.459   736.573      736.114      -0.19      21.008   3.252     1.202      66.504       0.321       3.767
   2   272.480        8.13    0.457   736.379      735.922       0.03      21.008   2.553     1.221      66.853       0.248       3.181
   3   251.480        8.40    0.479   736.062      735.583       0.01      21.007   2.576     1.154      67.639       0.257       2.878
   4   228.980        9.23    0.526   735.790      735.264       0.03      21.007   2.475     1.001      66.593       0.283       2.490
   5   227.480        8.49    0.482   735.819      735.337       0.13      21.006   2.293     1.137      67.629       0.238       2.421
   6   226.450        6.58    0.384   735.735      735.351       0.16      21.006   2.531     1.644      67.668       0.174       2.475
   7   225.640        5.50    0.325   735.515      735.190       0.00      21.005   3.246     2.141      67.685       0.226       2.695
 tratto            5
   0   224.130        6.43    0.368   734.324      733.956      -0.10      21.005   2.436     1.119    ********       0.332       3.846
   1   222.630        8.30    0.481   734.218      733.737      -0.30      20.902   3.158     1.160      69.460       0.318       3.922
   2   201.630        8.02    0.463   734.060      733.597      -0.07      20.903   2.527     1.223      69.808       0.248       3.450
   3   179.130        8.30    0.483   733.691      733.208      -0.07      20.902   2.597     1.157      74.649       0.267       3.109
   4   155.130        8.13    0.473   733.353      732.880       0.02      20.901   2.524     1.194      78.433       0.254       2.687
   5   153.630        8.01    0.467   733.313      732.846       0.01      20.899   2.575     1.219      78.956       0.255       2.687
   6   152.760        7.81    0.456   733.288      732.832       0.01      20.899   2.615     1.266      78.975       0.260       2.682
   7   151.950        7.44    0.435   733.255      732.820       0.00      20.899   2.689     1.360      78.980       0.178       2.715
 tratto            6
   0   150.440        6.47    0.377   731.976      731.599      -0.06      20.899   2.430     1.154    ********       0.339       3.954
   1   148.940        8.24    0.477   731.868      731.391      -0.24      20.778   3.126     1.166      81.140       0.325       4.012
   2   129.440        8.06    0.463   731.694      731.231      -0.05      20.780   2.528     1.210      81.645       0.259       3.616
   3   105.440        7.99    0.463   731.282      730.819      -0.02      20.779   2.580     1.220      86.146       0.264       3.328
   4    79.940        7.68    0.433   730.830      730.397       0.03      20.778   2.612     1.312      88.913       0.252       3.030
   5    78.440        7.83    0.448   730.777      730.329      -0.01      20.777   2.699     1.265      89.188       0.271       3.033
   6    77.320        7.68    0.440   730.770      730.330       0.01      20.777   2.658     1.302      89.197       0.268       3.010
   7    76.510        7.36    0.422   730.742      730.320       0.00      20.777   2.716     1.387      89.202       0.181       3.038
 tratto            7
   0    75.000        5.89    0.325   730.318      729.993       0.77      20.777   2.539     0.288    ********       0.085       3.422
   1    73.500        7.80    0.457   730.278      729.821       0.61      20.637   3.392     1.250      84.021       0.340       3.412
   2    46.500        8.16    0.453   730.042      729.589       0.39      20.615   2.632     1.199      82.200       0.243       2.888
   3    24.000        9.72    0.518   729.806      729.288       0.11      20.633   2.458     0.942      42.143       0.238       2.484
   4     0.000        9.54    0.498   729.668      729.170       0.00      20.651   2.131     0.980      20.779       0.200       1.942
 -1
briglia  1 scavo  0.667 salto  2.28
briglia  2 scavo  0.633 salto  1.79
briglia  3 scavo  0.626 salto  1.65
briglia  4 scavo  0.627 salto  1.86
briglia  5 scavo  0.631 salto  1.85
briglia  6 scavo  0.536 salto  0.86
