  52
    19.020    735.33698     55.00000
    20.090    738.30000     55.00000
        46          T 
    226.45           4
     0.000    738.21000     55.00000
     1.100    735.39058     34.00000
    19.020    735.35058     55.00000
    20.090    738.27000     55.00000
        45          F 
    225.64           4
     0.000    738.21000     55.00000
     1.100    735.23000     55.00000
    19.020    735.19000     55.00000
    20.090    738.27000     55.00000
        52          T 
    224.13           6
     0.000    738.17000     27.45354
